# .PCD v.7 - Point Cloud Data file format
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 1723
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 1723
DATA ascii
0.04318286 -0.05365143 1.374
0.0458 -0.05365143 1.374
0.04859333 -0.05384667 1.379
0.05122 -0.05384667 1.379
0.05384667 -0.05384667 1.379
0.05671905 -0.05408096 1.385
0.05935715 -0.05408096 1.385
0.06199525 -0.05408096 1.385
0.06486668 -0.05427619 1.39
0.06751429 -0.05427619 1.39
0.07046476 -0.05451047 1.396
0.07343809 -0.05474477 1.402
0.01439429 -0.05103429 1.374
0.01701143 -0.05103429 1.374
0.01962857 -0.05103429 1.374
0.02224572 -0.05103429 1.374
0.02486286 -0.05103429 1.374
0.02748 -0.05103429 1.374
0.03009714 -0.05103429 1.374
0.03257143 -0.05081143 1.368
0.03517714 -0.05081143 1.368
0.03794857 -0.05103429 1.374
0.04056571 -0.05103429 1.374
0.04334 -0.05122 1.379
0.04596667 -0.05122 1.379
0.04859333 -0.05122 1.379
0.05122 -0.05122 1.379
0.05408096 -0.05144286 1.385
0.05671905 -0.05144286 1.385
0.05935715 -0.05144286 1.385
0.06221905 -0.05162857 1.39
0.06486668 -0.05162857 1.39
0.06780571 -0.05185143 1.396
0.01701143 -0.04841714 1.374
0.01962857 -0.04841714 1.374
0.02224572 -0.04841714 1.374
0.02486286 -0.04841714 1.374
0.02748 -0.04841714 1.374
0.03009714 -0.04841714 1.374
0.03271429 -0.04841714 1.374
0.03533143 -0.04841714 1.374
0.03794857 -0.04841714 1.374
0.04071333 -0.04859333 1.379
0.04334 -0.04859333 1.379
0.04596667 -0.04859333 1.379
0.04859333 -0.04859333 1.379
0.05122 -0.04859333 1.379
0.05408096 -0.04880476 1.385
0.05671905 -0.04880476 1.385
0.05935715 -0.04880476 1.385
0.06221905 -0.04898096 1.39
0.06486668 -0.04898096 1.39
0.06780571 -0.04919238 1.396
0.01962857 -0.0458 1.374
0.02224572 -0.0458 1.374
0.02486286 -0.0458 1.374
0.02748 -0.0458 1.374
0.03009714 -0.0458 1.374
0.03271429 -0.0458 1.374
0.03533143 -0.0458 1.374
0.03794857 -0.0458 1.374
0.04071333 -0.04596667 1.379
0.04334 -0.04596667 1.379
0.04616667 -0.04616667 1.385
0.04880476 -0.04616667 1.385
0.05144286 -0.04616667 1.385
0.05408096 -0.04616667 1.385
0.05671905 -0.04616667 1.385
0.05935715 -0.04616667 1.385
0.06221905 -0.04633334 1.39
0.06486668 -0.04633334 1.39
0.02232667 -0.04334 1.379
0.02495334 -0.04334 1.379
0.02748 -0.04318286 1.374
0.03009714 -0.04318286 1.374
0.03271429 -0.04318286 1.374
0.03533143 -0.04318286 1.374
0.03808667 -0.04334 1.379
0.04071333 -0.04334 1.379
0.04352857 -0.04352857 1.385
0.04616667 -0.04352857 1.385
0.04880476 -0.04352857 1.385
0.05144286 -0.04352857 1.385
0.05408096 -0.04352857 1.385
0.05671905 -0.04352857 1.385
0.05957143 -0.04368572 1.39
0.06221905 -0.04368572 1.39
0.02242381 -0.04089048 1.385
0.02495334 -0.04071333 1.379
0.02758 -0.04071333 1.379
0.03020667 -0.04071333 1.379
0.03283333 -0.04071333 1.379
0.03546 -0.04071333 1.379
0.03808667 -0.04071333 1.379
0.04071333 -0.04071333 1.379
0.04352857 -0.04089048 1.385
0.04616667 -0.04089048 1.385
0.04880476 -0.04089048 1.385
0.05144286 -0.04089048 1.385
0.05408096 -0.04089048 1.385
0.05671905 -0.04089048 1.385
0.02242381 -0.03825238 1.385
0.02506191 -0.03825238 1.385
0.02758 -0.03808667 1.379
0.03020667 -0.03808667 1.379
0.03283333 -0.03808667 1.379
0.03546 -0.03808667 1.379
0.03808667 -0.03808667 1.379
0.04089048 -0.03825238 1.385
0.04352857 -0.03825238 1.385
0.04616667 -0.03825238 1.385
0.04880476 -0.03825238 1.385
